test,#genre#
KUSI-TV Ind. 51 (San Diego CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/710371.ts
KESQ-TV ABC 3 (Palm Springs CA),http://nocable.cc:8080/live/darriusthomas115@gmail.com/darriusthomas115@2025/121235.ts
KDFX-CA FOX 11/33 (Palm Springs CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/696419.ts
KMIR-TV NBC 36 (Palm Springs CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89444.ts
KTVU-TV FOX 2 (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2533.ts
KRON-TV CW 4 (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597171.ts
KGO-TV ABC 7 (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2669.ts
KNTV-TV NBC 10 (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2438.ts
KICU-TV MyNetworkTV 36 (FOX 2+) (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89459.ts
KPYX-TV/KBCW-TV Ind. 44 (KPIX+) (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34433.ts
KCRA-TV NBC 3 (Sacramento CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2440.ts
KXTV-TV ABC 10 (Sacramento CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2674.ts
KOVR-TV CBS 13 (Stockton/Sacramento CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2625.ts
KTXL-TV FOX 40 (Sacramento CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2537.ts
KMAX-TV CW 31 (Sacramento CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89447.ts
KSEE-TV NBC 24 (Fresno CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89432.ts
KMPH-TV FOX 26 (Fresno CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/434317.ts
KFSN-TV ABC 30 (Fresno CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2688.ts
KGPE-TV CBS 47 (Fresno CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89431.ts
WFRE-TV CW 59 (Fresno CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629104.ts
KGET-TV NBC 17 (Bakerfield CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89427.ts
KERO-TV ABC 23 (Bakerfield CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/512981.ts
KBAK-TV CBS 29 (Bakerfield CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89426.ts
KBFX-CD FOX 58 (Bakerfield CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/512982.ts
KEYT-TV ABC 3 (Santa Barbara CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/446727.ts
KION-TV CBS 5/46 (Monterey CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89441.ts
WCBS-TV CBS 2 (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89712.ts
WNBC-TV NBC 4 (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89714.ts
WNYW-TV FOX 5 (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2544.ts
WABC-TV ABC 7 (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/3606.ts
WWOR-TV MyNetworkTV 9 (FOX 5+) (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597173.ts
WPIX-TV CW 11 (PIX 11+) (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/93093.ts
WLNY-TV CBS/Ind. 10/55 (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89717.ts
WBBM-TV CBS 2 (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2648.ts
WMAQ-TV NBC 5 (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2464.ts
WLS-TV ABC 7 (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2695.ts
WGN-TV CW 9 (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/85340.ts
WFLD-TV FOX 32 (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2567.ts
WPWR-TV MyNetworkTV 50 (FOX+) (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/92927.ts
WJBK-TV FOX 2 (Detroit MI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2558.ts
WDIV-TV NBC 4 (Detroit MI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2459.ts
WXYZ-TV ABC 7 (Detroit MI),https://fl1.moveonjoy.com/MI_DETROIT_ABC/mpegts
WKBD-TV CW 50 (Detroit MI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89623.ts
WWJ-TV CBS 62 (Detroit MI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/88065.ts
WCCO-TV CBS 4 (Minneapolis/St. Paul MN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2634.ts
KSTP-TV ABC 5 (Minneapolis/St. Paul MN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2673.ts
KMSP-TV FOX 9 (Minneapolis/St. Paul MN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2547.ts
KARE-TV NBC 11 (Minneapolis/St. Paul MN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2450.ts
WUCW-TV CW 23 (Minneapolis/St. Paul MN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38311.ts
KYW-TV CBS 3 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2629.ts
WPVI-TV ABC 6 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2678.ts
WCAU-TV NBC 10 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2445.ts
WHPL-TV CW 17 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/433308.ts
WTXF-TV FOX 29 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2540.ts
WPSG-TV Ind. Philly 57 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34426.ts
WBZ-TV CBS 4 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/88036.ts
WCVB-TV ABC 5 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2697.ts
WBTS-LD NBC 10 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2467.ts
WFXT-CD FOX 25 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2570.ts
WSBK-TV Ind. 38 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/92926.ts
WLVI-TV CW 56 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629809.ts
KDKA-TV CBS 2 (Pittsburgh PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2627.ts
WTAE-TV ABC 4 (Pittsburgh PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2676.ts
WPXI-TV NBC 11 (Pittsburgh PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2443.ts
WPCW-TV CW 19 (KDKA+) (Pittsburgh PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34432.ts
WPGH-CD FOX 53 (Pittsburgh PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2538.ts
WICU-TV NBC 12 (Erie PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510266.ts
WJET-TV ABC 24 (Erie PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510265.ts
WSEE-TV CBS 35.1 (Erie PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510267.ts
WSEE-DT CW 35.2 (Erie PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510264.ts
WFXP-CD TV FOX 66 (Hartford CT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510268.ts
WFSB-TV CBS 3 (Hartford CT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629116.ts
WTNH-TV ABC 8 (Hartford CT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2693.ts
WVIT-TV NBC 30 (Hartford CT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2456.ts
WTIC-CD TV FOX 61 (Hartford CT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2556.ts
WFOR-TV CBS 4 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2636.ts
WTVJ-TV NBC 6 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2452.ts
WSVN-TV FOX 7 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/3641.ts
WPLG-TV ABC 10 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/3605.ts
WBFS-TV CW/MyNetworkTV 33 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38327.ts
WSFL-TV CW/Ind. 39 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/433867.ts
WFLA-TV NBC 8 (Tampa Bay FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/59890.ts
WTVT-TV FOX 13 (Tampa Bay FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2504.ts
WFTS-TV ABC 28 (Tampa Bay FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2666.ts
WTOG-TV Ind. 44 (Tampa Bay FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89505.ts
WESH-TV NBC 2 (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89484.ts
WKMG-TV CBS 6 (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2630.ts
WFTV-TV ABC 9 (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2679.ts
WKCF-TV CW 18 (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/333488.ts
WOFL-TV FOX 35 (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2541.ts
WACX-TV 55.1 SuperChannel Orlando (Orlando FL),https://632c1f303ef2e.streamlock.net/live/live/playlist.m3u8
WRBW-TV MyNetworkTV 65 (FOX 35+) (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/383407.ts
WNBW-DT NBC 9 (Gainsville FL),https://fl1.moveonjoy.com/FL_Gainesville_NBC/mpegts
WCJB-TV ABC 20 (Gainsville FL),https://fl1.moveonjoy.com/FL_GAINESVILLE_ABC/mpegts
WOGX-TV FOX 51 (Ocala/Gainsville FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89499.ts
WWSB-TV ABC 7 (Sarasota FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/112252.ts
KOB-TV NBC 4 (Albuquerque NM),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/77964.ts
KOAT-TV ABC 7 (Albuquerque NM),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38302.ts
KRQE-TV CBS 13.1 (Albuquerque NM),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/77965.ts
KRQE-TV FOX 13.2 (Albuquerque NM),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89695.ts
KDBC-TV CBS 4 (El Paso TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89826.ts
KVIA-TV ABC 7 (El Paso TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38309.ts
KTSM-TV NBC 9 (El Paso TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89827.ts
KFOX-TV FOX 14 (El Paso TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/566739.ts
KIII-TV ABC 3 (Corpus Christi TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/721023.ts
KRIS-TV NBC 6 (Corpus Christi TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89823.ts
KZTV-TV CBS 10 (Corpus Christi TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89822.ts
KCBD-TV NBC 11 (Lubbock TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38305.ts
KLBK-TV CBS 13 (Lubbock TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38304.ts
KAMC-TV ABC 28 (Lubbock TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38303.ts
KJTV-TV FOX 34 (Lubbock TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89843.ts
KCWX-TV MyNetworkTV 2 (San Antonio TX),http://65.36.6.216:1935/live/kcwx.smil/playlist.m3u8
WOAI-TV NBC 4.1 (San Antonio TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89853.ts
KENS-TV CBS 5 (San Antonio TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2624.ts
KSAT-TV ABC 12 (San Antonio TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2671.ts
KABB-TV FOX 29 (San Antonio TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2535.ts
KMYS-TV CW 35 & WOAI-DT 4.2 (San Antonio TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629971.ts
KDFW-TV FOX 4 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89824.ts
KXAS-TV NBC 5 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2461.ts
WFAA-TV ABC 8 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2692.ts
KTVT-TV CBS 11 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2645.ts
KTXA-TV Ind. 21 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38295.ts
KDFI-TV MyNetworkTV/FOX 27 (More27) (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597158.ts
KDAFF-TV CW 39 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597161.ts
KPRC-TV NBC 2 (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2455.ts
KHOU-TV CBS 8 (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2640.ts
KTRK-TV ABC 13 (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2687.ts
KTXH-TV MyNetworkTV 20 (My20 Vision) (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/50091.ts
KRIV-TV FOX 26 (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89836.ts
KIAH-TV CW 39 (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/643838.ts
KTBC-TV FOX 7 (Austin TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38241.ts
KXAN-TV NBC 36 (Austin TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/85342.ts
KEYE-TV CBS 42 (Austin TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/85343.ts
WWL-TV CBS 4 (New Orleans LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2632.ts
WDSU-TV NBC 6 (New Orleans LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2448.ts
WVUE-TV FOX 8 (New Orleans LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2545.ts
WGNO-TV ABC 26 (New Orleans LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510034.ts
WBRZ-TV ABC 2 (Baton Rouge LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38252.ts
WAFB-TV CBS 9 (Baton Rouge LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38253.ts
WVLA-TV NBC 33 (Baton Rouge LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89590.ts
WGMB-TV FOX 44 (Baton Rouge LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89589.ts
KTBS-TV ABC 3 (Shreveport LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38325.ts
KTAL-TV NBC 6 (Shreveport LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89602.ts
KSLA-TV CBS 12 (Shreveport LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89600.ts
KMSS-TV FOX 33 (Shreveport LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89601.ts
KTVK-TV 3TV CBS/Ind. 3 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38298.ts
KPHO-TV CBS 5 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2628.ts
KSAZ-TV FOX 10.1 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2539.ts
KSAZ-DT FOX Xtra 10.2/KUTP-TV MyNetworkTV 45 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/600290.ts
KPNX-TV NBC 12 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2444.ts
KNXV-TV ABC 15 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2677.ts
KVOA-TV NBC 4 (Tucson AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89422.ts
KGUN-TV ABC 9 (Tucson AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/600301.ts
KMSB-TV FOX 11 (Tucson AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89421.ts
KOLD-TV CBS 13 (Tucson AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89420.ts
KSNV-TV NBC 3 (Las Vegas NV),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38257.ts
KVVU-TV FOX 5 (Las Vegas NV),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89699.ts
KLAS-TV CBS 8 (Las Vegas NV),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89700.ts
KTNV-TV ABC 13 (Las Vegas NV),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38255.ts
KVCW-TV CW 33 (Las Vegas NV),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34441.ts
WJXT-TV 4 Ind. (Jacksonville FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/607668.ts
WTLV-TV NBC 12 (Jacksonville FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2454.ts
WCWJ-TV CW 17 (Jacksonville FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/607669.ts
WJXX-TV ABC 25 (Jacksonville FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38245.ts
WFOX-TV FOX 30 (Jacksonville FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89491.ts
WJAX-TV CBS 47 (Jacksonville FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89490.ts
WPTV-TV NBC 5 (West Palm Beach FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89512.ts
WPEC-TV CBS 12 (West Palm Beach FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89510.ts
WPBF-TV ABC 25 (West Palm Beach FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/672344.ts
WFLX-TV FOX 29 (West Palm Beach FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89511.ts
WTVX-TV CW 34 (West Palm Beach FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/630216.ts
WFTX-TV FOX 4 (Naples FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89482.ts
WZVN-TV ABC 7 (Naples FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38258.ts
WINK-TV CBS 11 (Naples FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89486.ts
WBBH-TV NBC 20 (Naples FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89487.ts
KARK-TV NBC 4 (Litlle Rock AR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89411.ts
KATV-TV ABC 7 (Litlle Rock AR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/525686.ts
KTHV-TV CBS 11 (Litlle Rock AR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89409.ts
KLRT-TV FOX 16 (Litlle Rock AR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89410.ts
WBRC-TV FOX 6 (Birmingham AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75346.ts
WVTM-TV NBC 13 (Birmingham AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75348.ts
WIAT-TV CBS 42 (Birmingham AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75347.ts
WABM-TV ABC 68 (Birmingham AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38263.ts
WHNT-TV CBS 19 (Huntsville AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75356.ts
WAAY-TV ABC 31 (Huntsville AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38262.ts
WAFF-TV NBC 48 (Huntsville AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75355.ts
WZDX-TV FOX 54 (Huntsville AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75354.ts
KTVI-TV FOX 2 (St. Louis MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2505.ts
KMOV-TV CBS 4 (St. Louis MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2619.ts
KSDK-TV NBC 5 (St. Louis MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2430.ts
KPLR-TV CW 11 (St. Louis MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597163.ts
KDNL-TV ABC 30 (St. Louis MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2667.ts
KOMU-TV NBC 8.1 (Jefferson City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38274.ts
KOMU-DT CW+ 8.3 (Jefferson City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629880.ts
KRCG-TV CBS 13 (Jefferson City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38272.ts
KMIZ-TV ABC 17.1 (Jefferson City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38271.ts
KMIZ-DT MyNetworkTV 17.3 (Jefferson City MO),http://cvtv.cvalley.net/hls/KZOUMYZOU/KZOUMYZOU.m3u8
KQFX-TV FOX 22 (Jefferson City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38273.ts
KCTV-TV CBS 5 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2638.ts
KMBC-TV ABC 9 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2685.ts
WDAF-TV FOX 4 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2552.ts
KCWE-TV CW 29 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629896.ts
KSHB-TV NBC 41 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89644.ts
KMCI-TV Ind./NBC 38 (Kansas City MO),http://cvtv.cvalley.net/hls/KMCIIND/KMCIIND.m3u8
KSMO-TV MyNetworkTV 62 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38288.ts
